ticker,close,open,high,low,volume,change_%,value_traded,high_52w,low_52w,market_cap,roe,pe,pb,perf_y,rvol,tarih,dist_from_52w_low,stop_price,target_cup,target_bagger,potansiyel_cup,mcap_milyon,score_base,score_quality,score_flow,score_ignition,quant_score,regime,score_diff,perf_1m,perf_w,sector,industry,oper_margin,tier
LFST,12.97,13.05,13.28,12.94,7055422.0,-0.23076923076922584,91508823.34,13.28,4.77,4955261170.91,3.42926580164679,99.76923076923077,3.3543161281312557,148.94433781190023,1.5467597288985047,2026-09-11,171.9,4.58,13.28,32.43,2.4,4955.3,20.0,30.0,15.5,54.1,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,12.197231833910035,0.9338521400778288,Health Services,Medical/Nursing Services,5.07012090856203,US_SMID_CAP
CROX,112.48,110.84,113.06,110.095,824248.0,3.353854635670317,92711415.04,141.28,73.205,5392862238.31517,42.2996417078699,9.717662508207486,3.907264983986049,38.55629465385562,0.8824514061711258,2026-09-11,53.7,70.28,141.28,281.2,25.6,5392.9,20.0,100.0,51.4,47.7,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,-14.130849683181925,-2.741028966709902,Consumer Non-Durables,Apparel/Footwear,20.8115385317295,US_SMID_CAP
AMBA,67.86,67.76,69.19,66.53,1375507.0,-0.014734050390459871,93341905.02,96.69,48.3,2995406490.2607927,-9.41215003559385,15.0,4.828838111530079,-19.15654038598999,0.5600319430334579,2026-09-11,40.5,46.37,96.69,169.65,42.5,2995.4,20.0,55.0,10.0,19.6,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-20.403495396164445,7.407407407407407,Electronic Technology,Semiconductors,-14.6064753315574,US_SMALL_CAP
CE,46.09,46.14,47.1,46.08,2029079.0,0.8092738407699137,93520251.11000001,70.7,35.13,5058328405.88364,-24.5684634120513,15.0,1.2139003574540173,4.773812230052288,1.24328131873128,2026-09-11,31.2,33.72,70.7,115.23,53.4,5058.3,20.0,55.0,12.4,47.6,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,2.217786648924373,3.109619686800896,Process Industries,Chemicals: Specialty,8.74176276771005,US_SMID_CAP
FRVO,15.59,15.875,15.9383,14.94,6057799.0,-0.8900190718372571,94441086.41,42.65,14.6,4595358079.8690405,12.0,15.0,1.6448201353837844,-56.69444444444444,0.6039916739308264,2026-09-11,6.8,14.02,42.65,38.98,173.6,4595.4,100.0,55.0,27.2,21.1,0.0,🪤 DÜŞEN BIÇAK (RÖLATİF ÇÖKÜŞ),0.0,-39.57364341085272,-9.727851766068325,Utilities,Alternative Power Generation,10.0,US_SMID_CAP
MIDD,108.31,106.98,109.675,105.91,878151.0,2.449867574725694,95112534.81,148.545,89.1447162,4898032487.742811,-9.85490120975381,15.0,2.216353871764151,-2.6707619196411225,1.8963357777030143,2026-09-11,21.5,85.58,148.54,270.77,37.1,4898.0,65.0,55.0,38.2,78.6,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,-8.745471396073802,-3.294642857142855,Producer Manufacturing,Industrial Machinery,17.098646946574,US_SMID_CAP
MTH,64.22,63.31,64.31,62.45,833216.0,3.664245359160607,53509131.519999996,85.38,58.03,4185480442.839387,6.37674950913184,13.42138811678405,0.827507365356743,-18.750000000000007,1.2898304119204542,2026-09-11,10.7,55.71,85.38,160.55,32.9,4185.5,100.0,55.0,76.1,63.5,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-13.216216216216218,-4.760492362449959,Finance,Real Estate Development,7.14153495630717,US_SMID_CAP
STNG,84.52,84.09,85.62,83.005,1132462.0,0.01183291918115123,95715688.24,87.39,48.93,4232875997.5349665,24.6193235920985,5.321211815961117,1.2020420492854305,48.28070175438596,1.5325590751991411,2026-09-11,72.7,46.97,87.39,211.3,3.4,4232.9,20.0,85.0,26.4,53.7,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,13.939067133998366,5.0459855828983375,Transportation,Marine Shipping,46.7231597053982,US_SMID_CAP
CPRI,13.89,13.1,14.055,13.03,6895134.0,7.841614906832296,95773411.26,28.265,12.4,1578621001.1529503,152.066115702569,15.165411071077628,11.435016341618025,-35.24475524475524,1.5113381033261724,2026-09-11,12.0,11.9,28.27,34.73,103.5,1578.6,100.0,55.0,62.6,92.1,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-9.629147690305782,5.386949924127473,Retail Trade,Apparel/Footwear Retail,2.35055136390022,US_SMALL_CAP
CXW,34.93,34.02,35.07,34.02,2768650.0,1.5111886079628107,96708944.5,35.3,15.735,3454349717.463819,8.77233232133371,27.830451756832122,2.401382118124901,71.81505164781113,1.6034539834507726,2026-09-11,122.0,15.11,35.3,87.33,1.1,3454.3,20.0,30.0,67.4,63.7,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,3.0383480825958737,4.393305439330541,Commercial Services,Miscellaneous Commercial Services,9.94240824207057,US_SMID_CAP
OLLI,73.56,73.16,73.94,71.53,1325131.0,2.2803114571746392,97476636.36,139.21,60.29,4369640504.110679,14.8623838757423,16.439090888774665,2.3108393002265917,-43.4023236131415,0.5831322716006485,2026-09-11,22.0,57.88,139.21,183.9,89.2,4369.6,65.0,40.0,53.8,31.8,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),-67.0,-5.571245186136076,-0.9826356171759374,Retail Trade,Department Stores,13.0261701301919,US_SMID_CAP
KEEL,3.57,3.48,3.72,3.47,27314144.0,3.7790697674418574,97511494.08,7.37,1.68,2204736293.90407,-75.620643336011,15.0,6.698061877333534,89.8936170212766,0.7646621093840272,2026-09-11,112.5,1.61,7.37,8.92,106.4,2204.7,20.0,55.0,10.0,45.7,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-0.5571030640668528,8.181818181818182,Technology Services,Data Processing Services,-121.10035665135499,US_SMALL_CAP
FOUR,45.05,43.58,45.65,42.39,2200004.0,4.694399256332781,99110180.19999999,88.5,34.56,3557153013.81478,6.54103722161657,72.47425997425997,5.802802605529214,-47.51252475824304,1.0584539258971017,2026-09-11,30.4,33.18,88.5,112.62,96.4,3557.2,20.0,30.0,54.8,60.5,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,11.152232913890934,1.6012629679747263,Commercial Services,Miscellaneous Commercial Services,9.66352286747945,US_SMID_CAP
VFC,13.17,12.8,13.3,12.79,7617017.0,4.358161648177502,100316113.89,22.2699,12.455,5177582002.628367,17.9381726585757,19.18147392950772,2.9339820619411063,-12.607830126078303,1.2174420294222652,2026-09-11,5.7,11.96,22.27,32.92,69.1,5177.6,100.0,40.0,46.5,64.4,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-11.01351351351352,1.3856812933025382,Consumer Non-Durables,Apparel/Footwear,7.125173979090441,US_SMID_CAP
VRNS,45.12,45.19,45.78,44.172,2227153.0,-0.8351648351648409,100489143.36,63.9,19.7,5182504914.123956,-35.9749208643345,15.0,11.658703847734019,-20.07085916740479,1.0046092926967403,2026-09-11,129.0,18.91,63.9,112.8,41.6,5182.5,20.0,55.0,22.6,35.2,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,7.865168539325841,-2.7166882276843576,Technology Services,Packaged Software,-24.0147745746219,US_SMID_CAP
AGX,413.74,401.05,416.55,401.05,245752.0,4.39280397648425,101677432.48,805.75,233.0,5804706393.908158,39.8468914406982,32.70956367747393,11.455169818864125,81.06783369803064,0.5357951877153792,2026-09-11,77.6,223.68,805.75,1034.35,94.7,5804.7,20.0,60.0,50.0,40.7,0.0,🪤 DÜŞEN BIÇAK (RÖLATİF ÇÖKÜŞ),0.0,-31.308938770088993,-1.373063170440999,Industrial Services,Engineering & Construction,15.360569902527702,US_SMID_CAP
NVST,25.55,26.32,26.32,25.215,3987652.0,-1.2369540007730973,101884508.60000001,30.4199,18.77,4103782529.3138766,3.0569723102666,44.38846421125782,1.3338526048496897,22.718539865513932,2.1358576503397666,2026-09-11,36.1,18.02,30.42,63.88,19.1,4103.8,20.0,30.0,21.4,74.8,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,-9.589525831564051,-6.41025641025641,Health Technology,Medical Specialties,10.6108874496762,US_SMID_CAP
PTEN,12.85,12.88,13.11,12.75,7934048.0,-0.3875968992248117,101952516.8,13.39,5.1,4900795662.178294,-2.785530021401,15.0,1.5809469441587392,137.96296296296293,0.9084853252682981,2026-09-11,152.0,4.9,13.39,32.12,4.2,4900.8,20.0,55.0,10.0,31.8,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,16.818181818181817,3.796445880452333,Energy Minerals,Oil & Gas Production,-0.709771803260443,US_SMID_CAP
INSP,73.0,69.88,74.95,69.87,1399286.0,7.163828537874332,102147878.0,147.03,38.91,2110457503.5965943,17.9649274043565,15.853711505885421,2.55604746825249,-9.541511771995046,2.3743948990978128,2026-09-11,87.6,37.35,147.03,182.5,101.4,2110.5,20.0,55.0,40.0,100.0,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,25.797001550921937,19.672131147540984,Health Technology,Medical Specialties,6.02208420214033,US_SMALL_CAP
RWT,3.55,3.52,3.59,3.47,28839706.0,-2.203856749311297,102380956.3,6.97,3.2201,445924129.53168046,0.0183162901260099,15.0,0.5143742239107221,-42.8341384863124,5.1183727157143215,2026-09-11,10.2,3.09,6.97,8.88,96.3,445.9,100.0,55.0,53.3,100.0,0.0,🪤 DÜŞEN BIÇAK (RÖLATİF ÇÖKÜŞ),0.0,-24.78813559322034,-20.40358744394619,Finance,Real Estate Investment Trusts,95.4325960386101,US_MICRO_CAP
TMDX,82.18,85.36,86.0,79.23,1247030.0,-3.363123236124176,102480925.4,156.0,60.105,2849603380.5376287,36.2849427258615,21.378215967326554,5.4933889490501215,-24.0761271249076,1.8673601239406132,2026-09-11,36.7,57.7,156.0,205.45,89.8,2849.6,20.0,70.0,18.7,65.4,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,-6.634855714610303,-2.8949545078577206,Health Technology,Medical Specialties,12.2079142157889,US_SMALL_CAP
EXK,10.18,10.71,10.845,10.07,9384079.0,-3.2319391634980974,95529924.22,15.15,6.02,3014750690.9149523,10.4055395872668,59.53160672180845,4.236895357574657,75.82037996545768,1.039813093175466,2026-09-11,69.1,5.78,15.15,25.45,48.8,3014.8,20.0,30.0,10.4,36.4,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,-7.454545454545457,-8.781362007168463,Non-Energy Minerals,Precious Metals,26.264271972937404,US_SMID_CAP
TNK,100.83,97.7,100.91,97.395,767013.0,2.6259541984732806,77337920.78999999,100.91,47.18,3496795722.721527,28.0356296347863,5.942327072565579,1.471786668441627,94.65250965250966,1.4065028842906009,2026-09-11,113.7,45.29,100.91,252.07,0.1,3496.8,20.0,85.0,80.9,62.4,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,30.422972448583618,9.609740189151,Transportation,Marine Shipping,38.754386786643,US_SMID_CAP
EOSE,3.95,4.05,4.13,3.91,19591357.0,-1.0025062656641612,77385860.15,19.86,3.01,1438462635.764411,12.0,15.0,2.0,-41.99706314243758,0.7213330970637083,2026-09-11,31.2,2.89,19.86,9.88,402.8,1438.5,20.0,55.0,10.0,25.2,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-11.03603603603604,12.215909090909095,Producer Manufacturing,Electrical Products,-158.780945446399,US_SMALL_CAP
DNTH,106.2,106.78,109.785,105.0,732760.0,2.827265685515106,77819112.0,117.875,32.22,5940231040.422154,-26.0654164045383,15.0,4.96540812428669,187.18226068144943,1.2690519726626295,2026-09-11,229.6,30.93,117.88,265.5,11.0,5940.2,20.0,55.0,12.7,58.6,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-2.898418213404043,-0.8032878759574065,Health Technology,Biotechnology,-11441.3865546219,US_SMID_CAP
RLAY,18.87,19.17,19.35,18.675,4164381.0,-0.10587612493382514,78581869.47,21.27,3.885,4135202463.500265,-36.7735511520139,15.0,4.6333013315523655,362.5,1.3215268064513548,2026-09-11,385.7,3.73,21.27,47.18,12.7,4135.2,20.0,55.0,13.2,46.3,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-6.212723658051689,0.1061007957559659,Health Technology,Biotechnology,-2999.37198067633,US_SMID_CAP
CRGY,14.66,14.3,14.67,14.3,5396772.0,1.7349063150589867,79116677.52,14.67,7.68,4843717992.74948,1.13592440283054,15.0,0.9400063094557197,70.86247086247086,0.9781817821289241,2026-09-11,90.9,7.37,14.67,36.65,0.1,4843.7,20.0,55.0,76.0,42.9,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,18.2258064516129,5.848375451263542,Energy Minerals,Integrated Oil,24.6725653859809,US_SMID_CAP
LUNR,14.35,14.6,14.9396,14.27,5513819.0,-1.8467852257181914,79123302.64999999,46.75,7.78,3285060285.3419976,12.0,15.0,2.0,73.30917874396135,0.9675243154615338,2026-09-11,84.4,7.47,46.75,35.88,225.8,3285.1,20.0,55.0,10.0,33.9,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-13.865546218487399,-3.529411764705885,Electronic Technology,Aerospace & Defense,-19.6221333550967,US_SMID_CAP
PJT,163.21,174.17,174.17,163.18,486823.0,-4.96681029463142,79454381.83,195.62,127.73,4172455039.993013,83.2257903056947,33.875754996990395,13.381806613585473,-9.352957511802279,1.312346309348651,2026-09-11,27.8,122.62,195.62,408.03,19.9,4172.5,20.0,75.0,13.1,45.9,0.0,NÖTR,0.0,-7.251236006137405,-11.008724100327152,Finance,Investment Banks/Brokers,21.0196369418312,US_SMID_CAP
TRIP,9.09,8.94,9.15,8.805,8753774.0,3.0028328611898085,79571805.66,20.16,8.41,1065341984.6345608,0.837533927879023,900.0,1.6068161530099079,-49.018508132361184,2.2729310165802317,2026-09-11,8.1,8.07,20.16,22.73,121.8,1065.3,100.0,30.0,68.4,94.6,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-15.833333333333341,-0.547045951859964,Consumer Services,Other Consumer Services,4.95442599116479,US_SMALL_CAP
OPEN,2.79,2.85,2.8695,2.74,28775205.0,-0.35714285714284955,80282821.95,10.87,2.74,2709344023.5214286,-196.893203883495,15.0,2.956761339550657,-63.3377135348226,1.0627388262284527,2026-09-11,1.8,2.58,10.87,6.97,289.6,2709.3,65.0,55.0,10.6,37.2,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-22.92817679558011,-10.144927536231881,Finance,Real Estate Development,-15.734480639213299,US_SMALL_CAP
GXO,45.84,45.98,46.18,45.23,1755846.0,0.9024873431653174,80487980.64,66.85,45.0,5257141088.272948,4.42044879365615,40.41971607442024,1.761318314482924,-9.191759112519797,1.414373176750531,2026-09-11,1.9,43.09,66.85,114.6,45.8,5257.1,65.0,30.0,34.0,54.0,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-2.134927412467976,-1.8835616438356066,Transportation,Air Freight/Couriers,3.2768858588080105,US_SMID_CAP
NVTS,11.63,11.29,11.85,11.25,6962199.0,4.3049327354260125,80970374.37,34.17,5.83,3036517013.8565025,-52.6010069823379,15.0,3.7887672660933025,105.1146384479718,0.6315947694924605,2026-09-11,99.5,5.6,34.17,29.08,193.8,3036.5,20.0,55.0,25.0,43.6,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-18.898186889818682,3.746654772524531,Electronic Technology,Semiconductors,-269.300670589845,US_SMID_CAP
BFAM,65.12,64.66,65.45,63.23,1243751.0,1.322545511124955,80993065.12,113.875,57.63,3167130798.8199787,14.9433971929106,20.59846903270703,3.398752712034518,-41.98146828225231,1.665540906990914,2026-09-11,13.0,55.32,113.88,162.8,74.9,3167.1,100.0,40.0,65.8,64.9,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,-7.827317763623497,-7.157114342743079,Commercial Services,Miscellaneous Commercial Services,10.9054430283595,US_SMID_CAP
SWRD,2.96,2.5,5.5,2.49,27543829.0,32.73542600896861,81529733.84,7.5,1.82,624915100.4484305,12.0,15.0,311.9072708113804,44.39024390243903,123.79282371098529,2026-09-11,62.6,1.75,7.5,7.4,153.4,624.9,20.0,55.0,30.0,100.0,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-25.814536340852136,-11.350703803533992,Non-Energy Minerals,Construction Materials,-100.231393224093,US_MICRO_CAP
PI,176.82,174.51,182.82,174.51,461673.0,2.9279934804121317,81633019.86,247.0635,87.36,5402631067.58915,-12.8746049728698,15.0,23.325453528499214,-6.765093593461647,1.2820987770889407,2026-09-11,102.4,83.87,247.06,442.05,39.7,5402.6,20.0,55.0,12.8,59.5,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-0.9189734394262102,0.2665154522256869,Electronic Technology,Semiconductors,-1.80499293452661,US_SMID_CAP
UPST,25.59,26.185,26.33,25.4,3437206.0,1.9521912350597546,87958101.54,71.38,23.965,2490240969.8904376,7.94130693163137,46.595047341587765,3.122407145297476,-59.31637519872814,0.8394970099870954,2026-09-11,6.8,23.01,71.38,63.98,178.9,2490.2,100.0,30.0,10.0,39.1,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-14.785214785214789,-8.378088077336198,Finance,Finance/Rental/Leasing,3.9888710289643794,US_SMALL_CAP
OLED,83.56,81.47,84.33,81.02,987635.0,2.9571217348447583,82526780.60000001,153.38,76.42,3840988908.0389357,11.5130538457713,20.219227139642367,2.294030715742525,-39.07844852726742,1.4240718735729685,2026-09-11,9.3,73.36,153.38,208.9,83.6,3841.0,100.0,40.0,51.7,64.6,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,-11.285699118802416,0.7111003977341249,Electronic Technology,Electronic Production Equipment,34.4015896972853,US_SMID_CAP
INFQ,13.12,13.075,13.47,12.7502,6305818.0,1.2345679012345552,82732332.16,27.5,8.52,2956684378.567901,-25.0357163430747,15.0,5.132136877845754,27.37864077669901,0.7948272070020828,2026-09-11,54.0,8.18,27.5,32.8,109.6,2956.7,20.0,55.0,10.0,34.0,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,7.62920426579163,1.7054263565891383,Electronic Technology,Computer Processing Hardware,-314.960533066655,US_SMALL_CAP
NHIC,10.64,10.62,10.66,10.58,7781823.0,0.1883239171374892,82798596.72,11.6,10.16,293799794.2523541,-0.00200380723374412,15.0,1.4718108114463724,4.621435594886929,55.984781174527285,2026-09-11,4.7,9.75,11.6,26.6,9.0,293.8,90.0,55.0,65.0,100.0,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,-0.09389671361502147,0.3773584905660465,Finance,Financial Conglomerates,10.0,US_MICRO_CAP
BTDR,11.96,11.88,12.13,11.63,6963950.0,3.7294015611448526,83288842.0,27.8,6.9157,3250515589.155247,-49.508997204873,15.0,2.947482564014097,-13.770728190338849,0.6282273562826687,2026-09-11,72.9,6.64,27.8,29.9,132.4,3250.5,20.0,55.0,28.7,40.6,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,28.879310344827605,2.047781569965872,Technology Services,Data Processing Services,-29.9514808736638,US_SMID_CAP
BRZE,23.94,24.22,24.72,23.42,3504742.0,-1.3393777045126696,83903523.48,37.3273,15.26,2719211111.1914277,-18.8555030244096,15.0,4.51043674366815,-21.042216358839045,0.9942047073228837,2026-09-11,56.9,14.65,37.33,59.85,55.9,2719.2,20.0,55.0,10.0,34.8,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-12.91378683157511,-26.41318046291458,Technology Services,Internet Software/Services,-13.192950238600098,US_SMALL_CAP
CNO,54.94,55.78,55.78,54.595,1531715.0,-0.16354715609668075,84152422.1,57.59,38.215,5083123951.889878,10.9340476702579,18.89660865378001,1.96510736196319,40.22460438999489,1.549045410240691,2026-09-11,43.8,36.69,57.59,137.35,4.8,5083.1,20.0,40.0,15.5,54.2,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,0.6411430664956848,-2.415630550621669,Finance,Multi-Line Insurance,14.451834370306802,US_SMID_CAP
FBIN,40.73,40.08,40.75,39.53,2074480.0,2.4911927528937965,84493570.39999999,64.84,32.34,4862000391.469048,6.40622983263778,32.98509880142533,2.108652828147124,-31.141166525781916,1.1089045654540906,2026-09-11,25.9,31.05,64.84,101.82,59.2,4862.0,20.0,30.0,78.8,51.3,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,-18.832204065364692,-3.506278133143814,Producer Manufacturing,Building Products,15.1597258589676,US_SMID_CAP
UEC,10.45,11.25,11.38,10.41,8160028.0,-5.172413793103451,85272292.6,20.34,8.905,5171416538.275862,-8.95953070359461,15.0,3.6266211343515633,-16.400000000000006,0.9800745757324567,2026-09-11,17.3,8.55,20.34,26.12,94.6,5171.4,100.0,55.0,10.0,34.3,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-11.440677966101706,-8.333333333333343,Non-Energy Minerals,Other Metals/Minerals,-629.317326732673,US_SMID_CAP
SOUN,6.26,6.34,6.4099,6.25,13627393.0,-0.3184713375796252,85307480.17999999,22.17,5.6501,2816232542.9394903,-32.2420073654211,15.0,5.562960988180929,-55.42897828408687,0.5378685290271759,2026-09-11,10.8,5.42,22.17,15.65,254.2,2816.2,100.0,55.0,10.0,18.8,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-16.976127320954912,-6.343506882106528,Technology Services,Packaged Software,-95.7490157480315,US_SMALL_CAP
CVLT,130.07,132.67,133.525,129.4975,661300.0,-1.1250475104523132,86015291.0,198.1799,71.75,5390694175.286126,32.774298807553,82.95280612244898,103.52924321054475,-26.832423918546446,1.4233090806172335,2026-09-11,81.3,68.88,198.18,325.17,52.4,5390.7,20.0,45.0,14.2,49.8,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,-6.713045972889631,-4.360294117647064,Technology Services,Packaged Software,9.00996263497837,US_SMID_CAP
FCEL,15.89,16.01,16.55,15.7,5420506.0,1.9243104554201456,86131840.34,37.88,5.71,1270472141.171905,-21.2116935544929,15.0,1.3018998397409638,180.74204946996466,0.6534112665287827,2026-09-11,178.3,5.48,37.88,39.73,138.4,1270.5,20.0,55.0,10.0,32.5,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-21.02385685884692,9.435261707988989,Electronic Technology,Electronic Equipment/Instruments,-87.9483835808404,US_SMALL_CAP
COLD,14.62,14.3,14.745,14.165,5894651.0,3.5410764872521248,86179797.61999999,16.88,10.1,4173725758.0014167,-16.5000468510827,15.0,1.7283121648587558,10.92564491654021,1.7495928802105265,2026-09-11,44.8,9.7,16.88,36.55,15.5,4173.7,20.0,55.0,57.3,78.9,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,0.6194081211286983,4.056939501779349,Finance,Real Estate Investment Trusts,6.417393086790281,US_SMID_CAP
DX,12.52,12.63,12.693,12.47,6902275.0,-0.3184713375796252,86416483.0,14.9305,11.825,3107049891.031847,18.2307849849323,4.776985005150903,0.9690935028163312,-1.8039215686274543,1.5641285865515908,2026-09-11,5.9,11.35,14.93,31.3,19.2,3107.0,90.0,70.0,15.6,54.7,0.0,NÖTR,0.0,-3.6181678214010824,-2.0344287949921736,Finance,Real Estate Investment Trusts,120.134952103504,US_SMID_CAP
AMR,209.41,217.0,217.82,206.8,414653.0,-3.8212464979561815,86832484.73,253.8199,133.64,2655118702.988702,-2.96029370328758,15.0,1.772375103669259,49.64270401600686,1.336969278786628,2026-09-11,56.7,128.29,253.82,523.52,21.2,2655.1,20.0,55.0,13.4,46.8,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,34.61686808948315,-3.1674835845741214,Energy Minerals,Coal,-2.16832849658587,US_SMALL_CAP
GLNG,52.89,52.85,53.56,52.4,1657497.0,0.3795786676788819,87665016.33,57.79,35.02,5373056028.252799,8.54908031695405,15.0,2.778894274342909,27.32306210881079,1.4713950954650856,2026-09-11,51.0,33.62,57.79,132.22,9.3,5373.1,20.0,55.0,14.7,53.4,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,4.155179204411184,2.1239621548561525,Industrial Services,Oil & Gas Pipelines,45.5128205128209,US_SMID_CAP
LSTR,172.78,174.51,174.52,170.57,474391.0,-0.529648819804253,81965276.98,228.46,119.32,5863621622.485665,14.9780842918849,44.74427036125858,7.007781241064349,33.11248073959938,1.6725362851009233,2026-09-11,44.8,114.55,228.46,431.95,32.2,5863.6,20.0,30.0,25.1,58.5,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-2.5987936185805207,-0.44367617401325854,Transportation,Trucking,3.92249916222361,US_SMID_CAP
FCN,148.07,150.96,150.96,147.18,239340.0,-1.4902534761492974,35439073.8,189.3,137.65,4088445721.8501096,15.6340884851435,17.90187639036657,3.0759534271526476,-8.610048142204677,0.7493622249301485,2026-09-11,7.6,132.14,189.3,370.17,27.8,4088.4,90.0,40.0,10.0,26.2,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,-1.0557968593384648,-1.8949181739879504,Commercial Services,Miscellaneous Commercial Services,9.68580342847939,US_SMID_CAP
ATEX,82.18,83.85,85.3978,80.31,431278.0,-0.7368039618311383,35442426.04000001,113.0,17.58,1611532155.9669042,27.9217536365858,23.46190081936792,5.621697645973968,287.45874587458746,1.5624989810450838,2026-09-11,367.5,16.88,113.0,205.45,37.5,1611.5,20.0,40.0,15.6,54.7,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-13.303091043359004,-6.262119311052806,Communications,Wireless Telecommunications,-578.880840789661,US_SMALL_CAP
AROC,32.77,32.71,33.165,32.32,1082537.0,1.266996291718182,35474737.49,42.23,22.88,5745832284.3736105,21.9475130423621,17.601246105919007,3.6994013449700223,32.725799918995556,0.5787188121984517,2026-09-11,43.2,21.96,42.23,81.93,28.9,5745.8,20.0,70.0,10.3,26.6,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,-1.5915915915915737,0.8307692307692404,Industrial Services,Oilfield Services/Equipment,38.3292079536965,US_SMID_CAP
FBP,27.69,28.04,28.134,27.45,1282694.0,-0.18024513338138845,35517796.86,29.88,19.16,4227384047.130498,19.4940308004002,11.67123287671233,2.138549261934055,26.843792945487877,1.0931296814773777,2026-09-11,44.5,18.39,29.88,69.23,7.9,4227.4,20.0,70.0,10.9,38.3,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,-4.7799174690508845,-2.568613652357496,Finance,Regional Banks,43.45623425020806,US_SMID_CAP
FULT,23.6,23.82,23.84,23.38,1505040.0,0.0,35518944.0,25.23,16.6,4505583831.0,11.1013498978805,11.302681992337165,1.2471865637843447,22.72490899635986,1.2145089370553293,2026-09-11,42.2,15.94,25.23,59.0,6.9,4505.6,20.0,55.0,12.1,42.5,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,-3.040262941659813,-1.1311269375785487,Finance,Major Banks,37.34558182790108,US_SMID_CAP
